99,"Services provided to a foreign diplomatic mission or consular post in India or for personal use or for the use of the family members of diplomatic agents or career consular officers posed therein, is exempt by way of refund.",0
99,Services by the Central Government or State Government or any local authority by way of any activity in relation to a function entrusted to a Panchayat under article 243G of the Constitution is neither a supply of goods nor a supply of service,0
99,"Taxable services, provided or to be provided, by a Technology Business Incubator or a Science and Technology Entrepreneurship Park recognised by the National Science and Technology Entrepreneurship Development Board of the Department of Science and Technology, Government of India or bio-incubators recognised by the Biotechnology Industry Research Assistance Council, under the Department of Biotechnology, Government of India.",0
99,"Services provided by and to FÈdÈration Internationale de Football Association (FIFA) and its subsidiaries directly or indirectly related to any of the events under FIFA U-17 World Cup 2017 to be hosted in India Provided that Director (Sports), Ministry of Youth Affairs and Sports certifies that the services are directly or indirectly related to any of the events under FIFA U17 World Cup 2017.",0
99,"Composite supply of goods and services in which the value of supply of goods constitutes not more than 25 per cent. of the value of the said composite supply provided to the Central Government, State Government or Union territory or local authority or a Governmental authority or a Government Entity by way of any activity in relation to any function entrusted to a Panchayat under article 243G of the Constitution or in relation to any function entrusted to a Municipality under article 243W of the Constitution.",0
9954,"Services provided by way of pure labour contracts of construction, erection, commissioning, installation, completion, fitting out, repair, maintenance, renovation, or alteration of a civil structure or any other original works pertaining to the beneficiary-led individual house construction or enhancement under the Housing for All (Urban) Mission or Pradhan Mantri Awas Yojana.",0
9954,"Services by way of pure labour contracts of construction, erection, commissioning, or installation of original works pertaining to a single residential unit otherwise than as a part of a residential complex.",0
9954,Other construction services,18
9954,"Construction of a complex, building, civil structure or a part thereof, including a complex or building intended for sale to a buyer, wholly or partly, except where the entire consideration has been received after issuance of completion certificate, where required, by the competent authority or after its first occupation, whichever is earlier. (the value of land is deemed to be one-third of the total amount charged for such supplies)",18
9954,"Composite supply of Works contract as defined in clause 119 of section 2 of CGST Act, 2017",18
9954,"Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017(inserted on 14/11/2017), provided to the Central Government, State Government, Union Territory, a local authority or a governmental authority or government entity by way of construction, erection, commissioning, installation, completion, fitting out, repair, maintenance, renovation, or alteration of – (a) a civil structure or any other original works meant predominantly for use other than for commerce, industry, or any other business or profession; (b) a structure meant predominantly for use as (i) an educational, (ii) a clinical, or(iii) an art or cultural establishment; or (c) a residential complex predominantly meant for self-use or the use of their employees or other persons specified in paragraph 3 of the Schedule III of the Central Goods and Services Tax Act, 2017.",12
9954,"Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017, involving predominantly earth work (that is, constituting more than 75 per cent. of the value of the works contract) provided to the Central Government, State Government, Union territory, local authority, a Governmental Authority or a Government Entity.",5
9954,"Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017(inserted on 14/11/2017), provided to the Central Government, State Government, Union Territory, a local authority or a governmental authority or government entity by way of construction, erection,commissioning, installation, completion, fitting out, repair, maintenance, renovation, or alteration of – (a) a civil structure or any other original works meant predominantly for use other than for commerce, industry, or any other business or profession; (b) a structure meant predominantly for use as (i) an educational, (ii) a clinical, or(iii) an art or cultural establishment; or (c) a residential complex predominantly meant for self-use or the use of their employees or other persons specified in paragraph 3 of the Schedule III of the Central Goods and Services Tax Act, 2017. Explanation (inserted on 27/07/2018) :- ìExplanation. - For the purposes of this item, the term ëbusinessí shall not include any activity or transaction undertaken by the Central Government, a State Government or any local authority in which they are engaged as public authorities.î.",12
9954,"Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017, supplied to the Central Government, State Government, Union territory, a local authority, a Governmental Authority or a Government Entity by way of construction, erection, commissioning, installation, completion, fitting out, repair, maintenance, renovation, or alteration of, - (a) a historical monument, archaeological site or remains of national importance, archaeological excavation, or antiquity specified under the Ancient Monuments and Archaeological Sites and Remains Act, 1958 (24 of 1958); (b) canal, dam or other irrigation works; (c) pipeline, conduit or plant for (i) water supply (ii) water treatment, or (iii) sewerage treatment or disposal.",12
9954,"Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017, supplied by way of construction, erection, commissioning, installation, completion, fitting out, repair, maintenance, renovation, or alteration of,- (a) a road, bridge, tunnel, or terminal for road transportation for use by general public; (b) a civil structure or any other original works pertaining to a scheme under Jawaharlal Nehru National Urban Renewal Mission or Rajiv Awaas Yojana; (c) a civil structure or any other original works pertaining to the ìln-situ redevelopment of existing slums using land as a resource, under the Housing for All (Urban) Mission/ Pradhan Mantri Awas Yojana (Urban);í;(substituted on 25/01/2018) (d) a civil structure or any other original works pertaining to the “Beneficiary led individual house construction / enhancement” under the Housing for All (Urban) Mission/Pradhan Mantri Awas Yojana; (e) a pollution control or effluent treatment plant, except located as a part of a factory; or (f) a structure meant for funeral, burial or cremation of deceased.",12
9954,"Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017, supplied by way of construction, erection, commissioning, or installation of original works pertaining to,- (a) railways, excluding(including substitued from 25/01/2018) monorail and metro; (b) a single residential unit otherwise than as a part of a residential complex; (c) low-cost houses up to a carpet area of 60 square metres per house in a housing project approved by competent authority empowered under the 'Scheme of Affordable Housing in Partnership' framed by the Ministry of Housing and Urban Poverty Alleviation, Government of India; (d) low cost houses up to a carpet area of 60 square metres per house in a housing project approved by the competent authority under- (1) the “Affordable Housing in Partnership” component of the Housing for All (Urban) Mission/Pradhan Mantri Awas Yojana; (2) any housing scheme of a State Government; (e) post-harvest storage infrastructure for agricultural produce including a cold storage for such purposes; or (f) mechanised food grain handling system, machinery or equipment for units processing agricultural produce as food stuff excluding alcoholic beverages.",12
9954,ë(da) a civil structure or any other original works pertaining to the ìEconomically Weaker Section (EWS) housesî constructed under the Affordable Housing in partnership by State or Union territory or local authority or urban development authority under the Housing for All (Urban) Mission/ Pradhan Mantri Awas Yojana (Urban);,12
9954,a civil structure or any other original works pertaining to the ìhouses constructed or acquired under the Credit Linked Subsidy Scheme for Economically Weaker Section (EWS)/ Lower Income Group (LIG)/ Middle Income Group-1 (MlG-1)/ Middle Income Group-2 (MlG-2)î under the Housing for All (Urban) Mission/ Pradhan Mantri Awas Yojana (Urban);í;,12
9954,"a building owned by an entity registered under section 12AA of the Income Tax Act, 1961 (43 of 1961), which is used for carrying out the activities of providing, centralised cooking or distribution, for mid-day meals under the mid-day meal scheme sponsored by the Central Government, State Government, Union territory or local authorities.î;",12
9954,"low-cost houses up to a carpet area of 60 square metres per house in an affordable housing project which has been given infrastructure status vide notification of Government of India, in Ministry of Finance, Department of Economic Affairs vide F. No. 13/6/2009-INF, dated the 30th March,2017;î;",12
9954,"(ix) Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017 provided by a sub-contractor to the main contractor providing services specified in item (iii) or item (vi) above to the Central Government, State Government, Union territory, a local authority, a Governmental Authority or a Government Entity. Provided that where the services are supplied to a Government Entity, they should have been procured by the said entity in relation to a work entrusted to it by the Central Government, State Government, Union territory or local authority, as the case may be.",12
9954,"(x) Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017 provided by a sub-contractor to the main contractor providing services specified in item (vii) above to the Central Government, State Government, Union territory, a local authority, a Governmental Authority or a Government Entity. Provided that where the services are supplied to a Government Entity, they should have been procured by the said entity in relation to a work entrusted to it by the Central Government, State Government, Union territory or local authority, as the case may be.",5
9954,"(xi) Services by way of housekeeping, such as plumbing, carpentering, etc. where the person supplying such service through electronic commerce operator is not liable for registration under subsection (1) of section 22 of the Central Goods and Services Tax Act, 2017",5
995411,Construction services of single dwelling or multi dewlling or multi-storied residential buildings,18
995412,"Construction services of other residential buildings such as old age homes, homeless shelters, hostels etc",18
995413,"Construction services of industrial buildings such as buildings used for production activities (used for assembly line activities), workshops, storage buildings and other similar industrial buildings",18
995414,"Construction services of commercial buildings such as office buildings, exhibition & marriage halls, malls, hotels, restaurants, airports, rail or road terminals, parking garages, petrol and service stations, theatres and other similar buildings.",18
995415,"Construction services of other non-residential buildings such as educational institutions, hospitals, clinics including vertinary clinics, religious establishments, courts, prisons, museums and other similar buildings",18
995416,Construction Services of other buildings n.e.c,18
995419,"Services involving Repair, alterations, additions, replacements, renovation, maintenance or remodelling of the buildings covered above.",18
995421,"General construction services of highways, streets, roads, railways and airfield runways, bridges and tunnels",18
995422,"General construction services of harbours, waterways, dams, water mains and lines, irrigation and other waterworks",18
995423,"General construction services of long-distance underground/overland/submarine pipelines, communication and electric power lines (cables); pumping stations and related works; transformer stations and related works.",18
995424,"General construction services of local water & sewage pipelines, electricity and communication cables & related works",18
995425,General construction services of mines and industrial plants,18
995426,General Construction services of Power Plants and its related infrastructure,18
995427,General construction services of outdoor sport and recreation facilities,18
995428,General construction services of other civil engineering works n.e.c.,18
995429,"Services involving Repair, alterations, additions, replacements, renovation, maintenance or remodelling of the constructions covered above.",18
995431,Demolition services,18
995432,"Site formation and clearance services including preparation services to make sites ready for subsequent construction work, test drilling & boring & core extraction, digging of trenches.",18
995433,Excavating and earthmoving services,18
995434,Water well drilling services and septic system installation services,18
995435,Other site preparation services n.e.c,18
995439,"Services involving Repair, alterations, additions, replacements, maintenance of the constructions covered above.",18
995441,"Installation, assembly and erection services of prefabricated buildings",18
995442,"Installation, assembly and erection services of other prefabricated structures and constructions",18
995443,"Installation services of all types of street furniture (e.g., bus shelters, benches, telephone booths, public toilets, etc.)",18
995444,Other assembly and erection services n.e.c.,18
995449,"Services involving Repair, alterations, additions, replacements, maintenance of the constructions covered above.",18
995451,Pile driving and foundation services,18
995452,Building framing & Roof Framing services,18
995453,Roofing and waterproofing services,18
995454,Concrete services,18
995455,Structural steel erection services,18
995456,Masonry services,18
995457,Scaffolding services,18
995458,Other special trade construction services n.e.c.,18
995459,"Services involving Repair, alterations, additions, replacements, maintenance of the constructions covered above.",18
995461,"Electrical installation services including Electrical wiring & fitting services, fire alarm installation services, burglar alarm system installation services.",18
995462,Water plumbing and drain laying services,18
995463,"Heating, ventilation and air conditioning equipment installation services",18
995464,Gas fitting installation services,18
995465,Insulation services,18
995466,Lift and escalator installation services,18
995468,Other installation services n.e.c.,18
995469,"Services involving Repair, alterations, additions, replacements, maintenance of the installations covered above.",18
995471,Glazing services,18
995472,Plastering services,18
995473,Painting services,18
995474,Floor and wall tiling services,18
995475,"Other floor laying, wall covering and wall papering services",18
995476,Joinery and carpentry services,18
995477,Fencing and railing services,18
995478,Other building completion and finishing services n.e.c.,18
995479,"Services involving Repair, alterations, additions, replacements, maintenance of the completion/finishing works covered above.",18
996111,Services provided for a fee/commission or contract basis on wholesale trade,18
9961,"Service provided by Fair Price Shops to Central Government by way of sale of wheat, rice and coarse grains under Public Distribution System(PDS) against consideration in the form of commission or margin.",0
9961,"Service provided by Fair Price Shops to State Governments or Union territories by way of sale of kerosene, sugar, edible oil, etc. under Public Distribution System (PDS) against consideration in the form of commission or margin.",0
9961,"Services in wholesale trade. Explanation-This service does not include sale or purchase of goods but includes: – Services of commission agents, commodity brokers, and auctioneers and all other traders who negotiate whole sale commercial transactions between buyers and sellers, for a fee or commission’ – Services of electronic whole sale agents and brokers, – Services of whole sale auctioning houses.",18
9962,Services in retail trade. Explanation - This service does not include sale or purchase of goods,18
9962,"Service provided by Fair Price Shops to Central Government by way of sale of wheat, rice and coarse grains under Public Distribution System(PDS) against consideration in the form of commission or margin.",0
9962,"Service provided by Fair Price Shops to State Governments or Union territories by way of sale of kerosene, sugar, edible oil, etc. under Public Distribution System (PDS) against consideration in the form of commission or margin.",0
996211,Services provided for a fee/commission or contract basis on retail trade,18
9963,Services by way of renting of residential dwelling for use as residence.,0
9963,"Services by a person by way of-
(a) conduct of any religious ceremony;
(b) renting of precincts of a religious place meant for general public, owned or managed by an entity registered as a charitable or religious trust under section 12AA of the Income-tax Act, 1961 (hereinafter referred to as the Income-tax Act) or a trust or an institution registered under sub clause (v) of clause (23C) of section 10 of the Income-tax Act or a body or an authority covered under clause (23BBA) of section 10 of the said Income-tax Act:
Provided that nothing contained in entr
(b) of this exemption shall apply to,-
(i) renting of rooms where charges are 10,000 rupees or more per day;
(ii) renting of premises, community halls, kalyanmandapam or open area, and the like where charges are 10,000 rupees or more per day;
(iii) renting of shops or other spaces for business or commerce where charges are 10,000 rupees or more per month.",0
9963,"(i) Supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or drink, where such supply or service is for cash, deferred payment or other valuable consideration, provided by a restaurant, eating joint including mess, canteen, whether for consumption on or away from the premises where such food or any other article for human consumption or drink is supplied, other than those located in the premises of hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having declared tariff of any unit of accommodation of seven thousand five hundred rupees and above per unit per day or equivalent amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",5
9963,"(iii) Supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or any drink, where such supply or service is for cash, deferred payment or other valuable consideration, provided by a restaurant, eating joint including mess, canteen, whether for consumption on or away from the premises where such food or any other article for human consumption or drink is supplied, located in the premises of hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having declared tariff of any unit of accommodation of seven thousand five hundred rupees and above per unit per day or equivalent. Explanation.- ìdeclared tariffî includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",18
9963,"Services by a hotel, inn, guest house, club or campsite, by whatever name called, for residential or lodging purposes, having Value of supply( declared tariff replaced from 27/07/18)of a unit of accommodation below 1000 rupees per day or equivalent. Explanation.-Value of Supply includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",0
9963,"Accommodation in hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having room tariff Rs.1000 and above but less than Rs.2500 per room per day Explanation.- Value of supply( declared tariff replaced from 27/07/18) includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",12
9963,"Accommodation in hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes where room tariff of Rs 2500/and above but less than Rs 7500/per room per day Explanation.- Value of supply( declared tariff )replaced from 27/07/18) includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",18
9963,"Accommodation in hotels including 5 star and above rated hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes, where room rent is Rs 7500/and above per day per room. Explanation.- Value of supply( declared tariff replaced from 27/07/18) includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",28
9963,"Supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or any drink, where such supply or service is for cash, deferred payment or other valuable consideration, provided by a restaurant, eating joint including mess, canteen, having licence or permit or by whatever name called to serve alcoholic liquor for human consumption.",18
9963,"Supply, by way of or as part of any service or in any other manner whatsoever in outdoor catering wherein goods, being food or any other article for human consumption or any drink (whether or not alcoholic liquor for human consumption), as a part of such outdoor catering and such supply or service is for cash, deferred payment or other valuable consideration.",18
9963,"(v) Supply, by way of or as part of any service, of goods, being food or any other article for human consumption or any drink, at Exhibition Halls, Events, Conferences, Marriage Halls and other outdoor or indoor functions that are event based and occasional in nature.",18
9963,"Bundled Supply, by way of or as part of any service or in any other manner whatsoever, of goods, including but not limited to food or any other article for human consumption or any drink (whether or not alcoholic liquor for human consumption), where such supply or service is for cash, deferred payment or other valuable consideration, in a premises (including hotel, convention center, club, pandal, shamiana or any other place, specially arranged for organising a function) together with renting of such premises",18
9963,"Other Accommodation, food and beverage services",18
9963,"(i) Supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or drink, where such supply or service is for cash, deferred payment or other valuable consideration, provided by a restaurant, eating joint including mess, canteen, whether for consumption on or away from the premises where such food or any other article for human consumption or drink is supplied, other than those located in the premises of hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having declared tariff of any unit of accommodation of seven thousand five hundred rupees and above per unit per day or equivalent amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",5
9963,"(i) Supply, by way of or as part of any service, of goods, being food or any other article for human consumption or any drink, provided by a restaurant, eating joint including mess, canteen, whether for consumption on or away from the premises where such food or any other article for human consumption or drink is supplied, other than those located in the premises of hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having declared tariff of any unit of accommodation of seven thousand five hundred rupees and above per unit per day or equivalent. Explanation 1.- This item includes such supply at a canteen, mess, cafeteria or dining space of an institution such as a school, college, hospital, industrial unit, office, by such institution or by any other person based on a contractual arrangement with such institution for such supply, provided that such supply is not event based or occasional.",5
9963,"(ia) Supply, of goods, being food or any other article for human consumption or any drink, by the Indian Railways or Indian Railways Catering and Tourism Corporation Ltd. or their licensees, whether in trains or at platforms.",5
9963,"(iii) Supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or any drink, where such supply or service is for cash, deferred payment or other valuable consideration, provided by a restaurant, eating joint including mess, canteen, whether for consumption on or away from the premises where such food or any other article for human consumption or drink is supplied, located in the premises of hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having declared tariff of any unit of accommodation of seven thousand five hundred rupees and above per unit per day or equivalent. Explanation.- ìdeclared tariffî includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",18
996311,"Room or unit accommodation services provided by Hotels, INN, Guest House, Club etc",18
996312,Camp site services,18
996313,Recreational and vacation camp services,18
996321,Room or unit accommodation services for students in student residences,18
996322,"Room or unit accommodation services provided by Hostels, Camps, Paying Guest etc",18
996329,Other room or unit accommodation services n.e.c.,18
996331,"Services provided by Restaurants, Cafes and similar eating facilities including takeaway services, Room services and door delivery of food.",18
996332,"Services provided by Hotels, INN, Guest House, Club etc including Room services, takeaway services and door delivery of food.",18
996333,Services provided in Canteen and other similar establishments,18
996334,"Catering Services in Exhibition halls, Events, Marriage Halls and other outdoor/indoor functions.",18
996335,"Catering services in trains, flights etc.",18
996336,"Preparation and/or supply services of food, edible preparations, alchoholic & non-alchocholic beverages to airlines and other transportation operators",18
996337,Other contract food services,18
996339,"Other food, edible preparations, alchoholic & non-alchocholic beverages serving services n.e.c.",18
9964,"Transport of passengers, with or without accompanied belongings, by ñ
(a) air, embarking from or terminating in an airport located in the state of Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, or Tripura or at Bagdogra located in West Bengal;
(b) non-air conditioned contract carriage other than radio taxi, for transportation of passengers, excluding tourism, conducted tour, charter or hire; or
(c) stage carriage other than air-conditioned stage carriage. Explanation.-
(a) ìcontract carriageî has the meaning assigned to it in clause (7) of section 2 of the Motor Vehicles Act, 1988 (59 of 1988);
(b) ìstage carriageî has the meaning assigned to it in clause (40) of section 2 of the Motor Vehicles Act, 1988 (59 of 1988) ;
(c) ìradio taxiî means a taxi including a radio cab, by whatever name called, which is in two-way radio communication with a central control office and is enabled for tracking using Global Positioning System (GPS) or General Packet Radio Service (GPRS).",0
9964,"Services provided to the Central Government, by way of transport of passengers with or without accompanied belongings, by air, embarking from or terminating at a regional connectivity scheme airport, against consideration in the form of viability gap funding: Provided that nothing contained in this entry shall apply on or after the expiry of a period of 1 year from the date of commencement of operations of the regional connectivity scheme airport as notified by the Ministry of Civil Aviation.",0
9964,"Service of transportation of passengers, with or without accompanied belongings, byó
(a) railways in a class other thanó
(i) first class; or
(ii) an air-conditioned coach;
(b) metro, monorail or tramway;
(c) inland waterways;
(d) public transport, other than predominantly for tourism purpose, in a vessel between places located in India; and
(e) metered cabs or auto rickshaws (including e-rickshaws).",0
9964,Transport of passengers by rail in first class or air conditioned coaches,5
9964,"Transport of passengers, with and without accompanied belongings by
(a) air conditioned contract carriage other than motorcab;
(b) air conditioned stage carriage;
(c) radio taxi Explanation.-
(a) ìcontract carriageî has the meaning assigned to it in clause (7) of section 2 of the Motor Vehicles Act, 1988 (59 of 1988);
(b) ìstage carriageî has the meaning assigned to it in clause (40) of section 2 of the Motor Vehicles Act, 1988 (59 of 1988) ;
(c) ìradio taxiî means a taxi including a radio cab, by whatever name called, which is in two-way radio communication with a central control office and is enabled for tracking using Global Positioning System (GPS) or General Packet Radio Service (GPRS).",5
9964,Transport of passengers by air in economy class,5
9964,"Transport of passengers, by air, embarking from or terminating in a Regional Connectivity Scheme Airport",5
9964,Transport of passengers by air in other than economy class.,12
9964,Other Passenger transport services,18
9964,Transport of passengers by motorcab(motor vehicle designed to Carry passengers inserted w.e.f 13/10/2017)where the cost of fuel is included in the consideration charged from the service recipient.,5
9964,Transport of passengers by motorcab(motor vehicle designed to Carry passengers inserted w.e.f 13/10/2017)where the cost of fuel is included in the consideration charged from the service recipient.,12
996411,"Local land transport services of passengers by railways, metro, monorail, bus, tramway, autos, three wheelers, scooters and other motor vehicles",18
996412,Taxi services including radio taxi & other similar services;,18
996413,Non-scheduled local bus and coach charter services,18
996414,Other land transportation services of passengers.,18
996415,"Local water transport services of passengers by ferries, cruises etc",18
996416,"Sightseeing transportation services by rail, land, water & air",18
996419,Other local transportation services of passengers n.e.c.,18
996421,"Long-distance transport services of passengers through Rail network by Railways, Metro etc",18
996422,"Long-distance transport services of passengers through Road by Bus, Car, non-scheduled long distance bus and coach services, stage carriage etc",18
996423,Taxi services including radio taxi & other similar services,18
996424,"Coastal and transoceanic (overseas) water transport services of passengers by Ferries, Cruise Ships etc",18
996425,Domestic/International Scheduled Air transport services of passengers,18
996426,Domestic/international non-scheduled air transport services of Passengers,18
996427,Space transport services of passengers,18
996429,Other long-distance transportation services of passengers n.e.c.,18
9965,"Services by way of transportation of goods - (a) by road except the services of— (i) a goods transportation agency; (ii) a courier agency; (b) by inland waterways. Explanation.- “goods transport agency” means any person who provides service in relation to transport of goods by road and issues consignment note, by whatever name called.",0
9965,"Services provided by a goods transport agency to an unregistered person, including an unregistered casual taxable person, other than the following recipients, namely: - (a) any factory registered under or governed by the Factories Act, 1948(63 of 1948); or (b) any Society registered under the Societies Registration Act, 1860 (21 of 1860) or under any other law for the time being in force in any part of India; or (c) any Co-operative Society established by or under any law for the time being in force; or (d) any body corporate established, by or under any law for the time being in force; or (e) any partnership firm whether registered or not under any law including association of persons; (f) any casual taxable person registered under the Central Goods and Services Tax Act or the Integrated Goods and Services Tax Act or the State Goods and Services Tax Act or the Union Territory Goods and Services Tax Act.",0
9965,Services by way of transportation of goods by an aircraft from a place outside India upto the customs station of clearance in India.,0
9965,"Services by way of transportation by rail or a vessel from one place in India to another of the following goods: (a) relief materials meant for victims of natural or man-made disasters, calamities, accidents or mishap; (b) defence or military equipments; (c) newspaper or magazines registered with the Registrar of Newspapers; (d) railway equipments or materials; (e) agricultural produce; (f) milk, salt and food grain including flours, pulses and rice; and (g) organic manure.",0
9965,"Services provided by a goods transport agency, by way of transport in a goods carriage of - (a) agricultural produce; (b) goods, where consideration charged for the transportation of goods on a consignment transported in a single carriage does not exceed 1500 Rs. (c) goods, where consideration charged for transportation of all such goods for a single consignee does not exceed 750 Rs; (d) milk, salt and food grain including flour, pulses and rice; (e) organic manure; (f) newspaper or magazines registered with the Registrar of Newspapers; (g) relief materials meant for victims of natural or man-made disasters, calamities, accidents or mishap; or (h) defence or military equipments. Explanation.- “goods transport agency” means any person who provides service in relation to transport of goods by road and issues consignment note, by whatever name called.",0
9965,Transport of goods in a vessel,5
9965,Transport of goods in containers by rail by any person other than Indian Railways.,12
9965,"Services of goods transport agency (GTA) in relation to transportation of goods (including used household goods for personal use). Explanation.- “goods transport agency” means any person who provides service in relation to transport of goods by road and issues consignment note, by whatever name called",5
9965,"Services of goods transport agency (GTA) in relation to transportation of goods (including used household goods for personal use). Explanation.- “goods transport agency” means any person who provides service in relation to transport of goods by road and issues consignment note, by whatever name called",12
